Drug_ID,Drug,Y,mol,mol_wt,logp,hba,hbd,tpsa,num_rot_bonds,num_het_atoms,num_heavy_atoms,num_rings,fsp3
CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,570,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719E70>,319.88,4.8106,3,1,28.16,8,4,22,2,0.5
CHEMBL1752,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,1.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719ED0>,254.246,-2.2131,8,2,102.28,3,8,18,2,0.5
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,1.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719F30>,546.587,-1.2992,11,3,191.22,9,15,37,4,0.318181818
CHEMBL608806,CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,1.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B719F90>,317.385,2.2578,5,0,55.84,4,5,23,3,0.555555556
CHEMBL88,O=P1(N(CCCl)CCCl)NCCCO1,8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A030>,261.089,1.884,2,1,41.57,5,7,14,1,1
CHEMBL551978,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,9.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A090>,397.515,4.9252,5,1,48.95,9,5,29,3,0.416666667
CHEMBL1614662,CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,9.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A0F0>,530.666,2.6345,7,2,111.65,10,10,38,4,0.678571429
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A1B0>,318.873,4.8944,3,0,6.48,4,4,21,3,0.294117647
CHEMBL1614655,CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A210>,374.434,-1.7553,9,5,129.51,5,9,26,3,0.941176471
CHEMBL1148,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,5.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A330>,348.428,2.52992,5,3,100.19,5,8,24,2,0.25
CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,7.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A450>,267.31,1.67444,5,2,98.22,3,7,18,2,0.181818182
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A630>,494.013,3.6417,5,3,113.6,8,10,33,3,0.391304348
CHEMBL441809,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,1.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A750>,369.505,4.02,4,2,58.56,11,4,27,2,0.434782609
CHEMBL108358,NC(=O)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,5.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A7B0>,260.271,-1.604,7,4,125.9,3,8,17,2,0.555555556
CHEMBL979,CCCC(C)(COC(N)=O)COC(N)=O,14,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A810>,218.253,0.9834,4,2,104.64,6,6,15,0,0.777777778
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,32,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A870>,543.525,0.0013,12,6,206.07,5,12,39,5,0.444444444
CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,33,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A8D0>,324.399,3.81298,3,0,36.26,5,4,24,3,0.35
CHEMBL1591,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,12,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A990>,464.858,0.2649,9,6,181.62,2,11,32,4,0.380952381
CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,12,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71A9F0>,287.447,3.9404,2,1,23.47,5,2,21,3,0.684210526
CHEMBL654,CN1CCN2c3ncccc3Cc3ccccc3C2C1,15,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71AA50>,265.36,2.4789,3,0,19.37,0,3,20,4,0.352941176
CHEMBL1166,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,0.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71AAB0>,508.645,0.91257,6,6,177.71,9,12,35,3,0.608695652
CHEMBL878,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,20,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71AB10>,365.842,2.71412,4,2,92.5,2,8,24,3,0.1875
CHEMBL1200500,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,0.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71AB70>,521.05,4.0868,7,1,106.97,6,8,36,4,0.714285714
CHEMBL1043,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,22,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71ABD0>,248.307,1.6838,4,2,86.18,2,5,17,2,0
CHEMBL3301673,CCCCCNC(=O)c1coc([C@@H]2[C@H]3CC[C@H](O3)[C@@H]2Cc2ccccc2CCC(=O)O)n1,22,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71AC30>,440.54,4.1155,5,2,101.66,11,7,32,4,0.56
CHEMBL13280,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,25,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71AC90>,313.288,2.5477,4,0,75.81,2,7,23,3,0.125
CHEMBL44884,CC[C@@H](CO)NCCN[C@@H](CC)CO,3.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71AE70>,204.314,-0.2926,4,4,64.52,9,4,14,0,1
CHEMBL1024,O=P1(NCCCl)OCCCN1CCCl,6.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71AED0>,261.089,1.884,2,1,41.57,5,7,14,1,1
CHEMBL359164,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,82,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71AF30>,213.193,-1.3107,7,2,99.6,2,7,15,2,0.5
CHEMBL923,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,200,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B030>,283.113,-0.3744,4,5,148.18,4,10,17,1,0.285714286
CHEMBL1101,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,24,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B150>,311.469,3.9624,2,1,23.47,5,2,23,4,0.619047619
CHEMBL1614651,NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(O)c4c(=O)c1c23,32,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B1B0>,397.435,0.6925,9,6,145.14,8,9,29,4,0.3
CHEMBL1513,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B210>,428.54,4.7774,5,1,87.13,7,7,32,5,0.4
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,3.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B270>,357.435,2.4909,6,1,71.53,7,7,25,3,0.277777778
CHEMBL862,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,15,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B2D0>,246.097,1.54557,2,3,78.97,2,6,15,1,0.111111111
CHEMBL1619,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,16,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B330>,285.691,-0.2974,8,3,119.31,2,9,19,3,0.5
CHEMBL1201752,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,17,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B390>,506.709,4.05052,7,3,112.05,2,8,35,3,0.740740741
CHEMBL639,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,22,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B3F0>,381.907,4.2975,4,0,38.13,3,5,27,4,0.363636364
CHEMBL55,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,25,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B450>,340.427,2.88284,4,4,118.2,10,6,25,2,0.263157895
CHEMBL628,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B4B0>,278.312,0.193,7,0,78.89,5,7,20,2,0.538461538
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,5.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B510>,401.846,3.3046,6,3,94.14,2,7,28,4,0.285714286
CHEMBL206025,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,5.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B570>,461.386,4.0119,4,2,95.94,14,9,30,1,0.571428571
CHEMBL766,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,0.86,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B5D0>,358.46,1.4326,5,4,129.72,11,8,24,1,0.6875
CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,2.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B630>,316.427,0.5025,8,2,79.74,6,8,21,2,0.846153846
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B690>,277.408,3.0356,3,1,32.7,5,3,20,2,0.647058824
CHEMBL468,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,4.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B750>,258.233,0.0878,4,1,83.55,1,6,19,3,0.230769231
CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,8.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B8D0>,361.373,1.544,6,1,75.01,2,8,26,4,0.444444444
CHEMBL1614636,C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@]21C,0.65,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B930>,316.485,4.5153,2,1,37.3,0,2,23,4,0.857142857
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,7.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B990>,259.353,2.7827,4,2,60.17,6,4,19,2,0.4
CHEMBL649,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,9.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71B9F0>,309.406,0.6348,5,4,81.95,5,5,22,2,0.647058824
CHEMBL503,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71BA50>,404.547,4.1955,5,1,72.83,6,5,29,3,0.75
CHEMBL3991199,C[C@@](O)(/C=C/[C@@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O,1.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71BAB0>,430.39,1.0551,7,5,153.75,11,10,29,1,0.421052632
CHEMBL3183075,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71BB10>,331.467,1.3225,8,2,83.33,10,9,21,1,0.583333333
CHEMBL1214,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71BBD0>,378.406,0.4865,5,3,124.01,5,9,26,3,0.411764706
CHEMBL1521,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71BC30>,305.341,2.64078,5,0,74.29,3,6,23,3,0.176470588
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,9.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71BCF0>,290.323,1.2576,7,2,105.51,5,7,21,2,0.285714286
CHEMBL76370,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71BE10>,301.394,2.81457,3,4,85.29,7,6,22,2,0.375
CHEMBL652,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,12,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71BED0>,414.346,3.4407,4,2,59.59,7,11,28,2,0.588235294
CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,0.76,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71BF30>,264.325,2.4711,3,3,78.43,8,5,19,1,0.428571429
CHEMBL1201195,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,1.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71BF90>,471.546,-0.72832,12,2,163.33,9,15,30,3,0.533333333
CHEMBL339323,CC(=N)N1CC[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3C2)C1,0.96,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C030>,339.417,0.69877,5,3,104.93,4,8,23,3,0.666666667
CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,4.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C0F0>,233.311,2.0853,3,1,38.33,3,3,17,2,0.5
CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,3.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C1B0>,454.447,0.2684,10,5,210.54,9,13,33,3,0.25
CHEMBL523,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,46,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C270>,270.719,3.1295,2,1,41.46,1,4,19,3,0.066666667
CHEMBL1764,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,30,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C2D0>,328.481,4.4956,4,0,15.71,5,4,23,3,0.368421053
CHEMBL83063,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,2.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C510>,287.359,2.352,4,4,72.72,6,4,21,2,0.294117647
CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,30,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C570>,306.276,0.7358,7,1,81.65,5,9,22,3,0.230769231
CHEMBL1541,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,3.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C630>,453.458,-0.5448,10,4,184.51,8,14,30,3,0.25
CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,3.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C690>,475.587,-3.2007,12,8,199.73,8,12,33,3,0.904761905
CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O,3.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C6F0>,246.306,-0.281,6,0,86.74,7,8,14,0,1
CHEMBL3707182,C=C[C@@]1(O)C[N+]2(C)CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,6.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C750>,355.458,2.4327,4,2,62.58,4,5,26,5,0.476190476
CHEMBL1614648,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C,8.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C7B0>,376.474,3.0886,4,2,83.83,2,6,26,4,0.6
CHEMBL657,CN(C)CCOC(c1ccccc1)c1ccccc1,9.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C810>,255.361,3.3542,2,0,12.47,6,2,19,2,0.294117647
CHEMBL1614647,C#C[C@]1(OS(=O)(=O)O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,9.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C870>,376.474,3.4397,4,2,83.83,2,6,26,4,0.6
CHEMBL898,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,10,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C8D0>,250.2,3.0356,2,2,57.53,2,5,18,2,0
CHEMBL1726,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C990>,388.42,3.2018,7,1,107.77,6,8,28,2,0.4
CHEMBL170,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71C9F0>,324.424,3.1732,4,1,45.59,4,4,24,5,0.45
CHEMBL343448,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CA50>,540.708,1.4296,8,4,142.7,2,12,36,2,0.625
CHEMBL924,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CAB0>,272.09,-1.1154,5,5,153.11,4,11,16,1,0.4
CHEMBL560976,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,2.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CB10>,451.521,-5.2666,13,9,247.94,6,13,31,3,1
CHEMBL1079,Clc1ccc2nsnc2c1NC1=NCCN1,2.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CB70>,253.718,1.7158,6,2,62.2,1,7,16,3,0.222222222
CHEMBL615,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.84,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CBD0>,350.396,0.6971,5,2,95.94,5,8,24,3,0.4375
CHEMBL2103764,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,2.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CC30>,397.438,-0.1657,9,3,147.21,5,12,26,3,0.357142857
CHEMBL64360,Cc1cc(-n2cccc2)c(S(C)(=O)=O)cc1C(=O)N=C(N)N,2.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CC90>,320.374,0.60282,4,2,120.54,3,8,22,2,0.142857143
CHEMBL905,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,2.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CCF0>,269.352,1.9118,4,1,49.74,5,5,20,3,0.333333333
CHEMBL123558,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,79,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CE10>,457.962,3.2257,6,0,72.6,8,9,32,4,0.434782609
CHEMBL991,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,1.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CE70>,224.216,-0.70908,5,2,84.32,2,6,16,2,0.4
CHEMBL632,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,5.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71CED0>,392.467,1.8957,5,3,94.83,2,6,28,4,0.727272727
CHEMBL465026,CN1CCOC(c2ccccc2)c2ccccc2C1,5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D030>,253.345,3.238,2,0,12.47,1,2,19,3,0.294117647
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D090>,296.153,4.3641,2,2,49.33,4,5,19,2,0.071428571
CHEMBL539216,CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,1.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D0F0>,368.198,0.2815,5,3,123.33,4,11,22,2,0.272727273
CHEMBL18116,Cc1cccc(N2CC(CO)OC2=O)c1,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D150>,207.229,1.31252,3,1,49.77,2,4,15,2,0.363636364
CHEMBL65794,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,1.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D1B0>,514.589,-1.0439,10,2,153.92,7,13,35,5,0.363636364
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,1.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D210>,480.572,-1.2799,10,2,150.04,7,13,32,4,0.526315789
CHEMBL916,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D330>,440.606,2.9505,5,3,104.73,14,8,30,2,0.681818182
CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,1.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D390>,383.376,2.8843,6,1,92.32,7,10,26,3,0.25
CHEMBL452,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,38,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D4B0>,315.716,3.0377,4,1,84.6,2,7,22,3,0.066666667
CHEMBL1738,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,2.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D510>,268.273,-2.7083,6,2,98.82,3,8,19,2,0.636363636
CHEMBL17350,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,3.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D630>,327.424,2.7977,4,3,63.93,4,4,24,3,0.4
CHEMBL10316,c1ccc2c(c1)OCC(C1=NCCN1)O2,4.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D6F0>,204.229,0.8281,4,1,42.85,1,4,15,3,0.363636364
CHEMBL1614654,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1NC,4.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D750>,259.349,2.4255,3,1,38.33,4,3,19,2,0.4375
CHEMBL119625,O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,0.78,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D7B0>,331.244,-0.1317,8,2,153.12,4,11,24,3,0.076923077
CHEMBL996,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0.81,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D810>,427.46,0.0986,8,3,148.26,7,12,28,3,0.375
CHEMBL893,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0.88,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D870>,470.334,3.20212,6,2,112.74,4,11,30,4,0.368421053
CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D930>,330.749,1.8907,5,3,122.63,5,9,21,2,0.083333333
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71D9F0>,365.411,0.0237,6,4,132.96,4,9,25,3,0.4375
CHEMBL188921,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,3.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DA50>,307.39,2.7711,5,0,48,8,5,22,2,0.588235294
CHEMBL520642,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,3.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DAB0>,534.58,-1.4422,12,5,203.44,6,16,36,5,0.45
CHEMBL1537,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DB10>,461.5,0.0942,6,4,148.15,5,12,32,4,0.45
