Drug_ID,Drug,Y,mol,mol_wt,logp,hba,hbd,tpsa,num_rot_bonds,num_het_atoms,num_heavy_atoms,num_rings,fsp3,mol_no_salt
Drug 3770,CC(C)(C)OC(=O)NC(CN=[N+]=[N-])C(=O)OC(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AB630>,286.332,2.5317000000000007,5,1,113.39,4,8,20,0,0.8333333333333334,<rdkit.Chem.rdchem.Mol object at 0x000001775E244B10>
Drug 3771,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AB690>,461.47100000000023,2.639820000000001,9,1,109.13,4,11,32,5,0.38095238095238093,<rdkit.Chem.rdchem.Mol object at 0x000001775E244B70>
Drug 3776,CC(=O)n1ncc(Cl)c(Cl)c1=O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AB870>,207.01599999999996,1.2102000000000002,4,0,51.96,0,6,12,1,0.16666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E244BD0>
Drug 3777,O=C(CCl)Nc1snc2cc(Cl)ccc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AB8D0>,261.13300000000004,3.1270000000000007,3,1,41.99,2,6,15,2,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E244C30>
Drug 3778,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AB930>,260.891,4.2084,2,0,43.14,1,7,13,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E244C90>
Drug 3779,CC(C)(C)c1ccc(OC[C@H]2CO2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AB990>,206.28499999999997,2.761700000000001,2,0,21.759999999999998,3,2,15,2,0.5384615384615384,<rdkit.Chem.rdchem.Mol object at 0x000001775E244CF0>
Drug 3781,Cc1cnc2c(n1)c(C)c(C)c1c2nc(N)n1C,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7ABA50>,241.29799999999997,2.0239599999999998,5,1,69.62,0,5,18,3,0.3076923076923077,<rdkit.Chem.rdchem.Mol object at 0x000001775E244D50>
Drug 3782,CC1CN(N=O)CC(C)N1C(=O)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7ABAB0>,247.298,1.9028000000000003,3,0,52.980000000000004,2,5,18,2,0.46153846153846156,<rdkit.Chem.rdchem.Mol object at 0x000001775E244DB0>
Drug 3784,O=C1c2ccccc2C(=O)c2c1cc(O)c(C(=O)O)c2O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7ABB70>,284.22299999999996,1.5714000000000004,5,3,111.9,1,6,21,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E244E10>
Drug 3787,CC(C)CC(=O)Nc1snc2ccc(Cl)cc12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7ABC90>,268.769,3.934300000000002,3,1,41.99,3,5,17,2,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E244E70>
Drug 3788,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7ABCF0>,331.4120000000001,2.964900000000002,4,0,63.68,4,5,24,3,0.631578947368421,<rdkit.Chem.rdchem.Mol object at 0x000001775E244ED0>
Drug 3794,O=P(O)(OCC(Br)CBr)OCC(Br)CBr,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7ABF30>,497.74000000000007,3.4368000000000016,3,1,55.760000000000005,8,9,15,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E244F30>
Drug 3796,Cn1ccc2ccc3ccc4ccc(O)cc4c3c21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA030>,247.297,4.190300000000003,2,1,25.16,0,2,19,4,0.058823529411764705,<rdkit.Chem.rdchem.Mol object at 0x000001775E244F90>
Drug 3799,ClN1C2c3ccccc3-c3ccccc3C21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA150>,227.694,3.918800000000002,1,0,3.01,0,2,16,4,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E245030>
Drug 3802,CC1(C)SSCC(C(=O)O)NC1=O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA270>,221.30300000000003,0.7294,4,2,66.4,1,6,13,1,0.7142857142857143,<rdkit.Chem.rdchem.Mol object at 0x000001775E245090>
Drug 3803,O=[N+]([O-])c1cccc2c1oc1ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA2D0>,213.19199999999998,3.494200000000001,3,0,56.28,1,4,16,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2450F0>
Drug 3804,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1CCOC1O2,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA330>,314.293,2.1529,6,0,74.97,1,6,23,5,0.4117647058823529,<rdkit.Chem.rdchem.Mol object at 0x000001775E245150>
Drug 3806,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA3F0>,298.3860000000001,3.0588000000000006,3,3,57.279999999999994,6,4,22,3,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2451B0>
Drug 3809,O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA510>,402.355,-0.6537000000000006,9,5,153.75,3,9,29,4,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E245210>
Drug 3811,CCOC[C@@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA5D0>,328.454,1.6692999999999998,4,2,67.78999999999999,10,6,22,1,0.5625,<rdkit.Chem.rdchem.Mol object at 0x000001775E245270>
Drug 3812,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA630>,302.23800000000006,1.988,7,5,131.36,1,7,22,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2452D0>
Drug 3814,Nc1cc2c(cc1[N+](=O)[O-])[nH]c1ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA6F0>,227.223,2.8115000000000006,3,2,84.94999999999999,1,5,17,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E245330>
Drug 3815,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA750>,267.24,2.6786200000000004,4,0,77.28,1,5,20,3,0.06666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E245390>
Drug 3821,C[n+]1c2ccccc2c(N)c2ccccc21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA990>,209.27199999999996,2.3997,1,1,29.9,0,2,16,3,0.07142857142857142,<rdkit.Chem.rdchem.Mol object at 0x000001775E2453F0>
Drug 3822,O=[N+]([O-])c1cc2c(ccc3ccccc32)c2c1C=C[C@@H](O)[C@@H]2O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AA9F0>,307.305,3.3223000000000025,4,2,83.60000000000001,1,5,23,4,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E245450>
Drug 3823,Cc1ccc(S(=O)(=O)OCc2ccc([N+](=O)[O-])cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AAA50>,307.327,2.808720000000001,5,0,86.51,5,7,21,2,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E2454B0>
Drug 3827,CC(=O)Nc1ccc(/C=C\c2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AABD0>,237.30200000000002,3.815400000000002,1,1,29.1,3,2,18,2,0.0625,<rdkit.Chem.rdchem.Mol object at 0x000001775E245510>
Drug 3828,FC(Cl)(Cl)C(F)(Cl)Cl,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AAC30>,203.83,3.1882,0,0,0.0,1,6,8,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E245570>
Drug 3830,OC1C=Cc2c(ccc3ncccc23)C1O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AACF0>,213.236,1.6558999999999997,3,2,53.35000000000001,0,3,16,3,0.15384615384615385,<rdkit.Chem.rdchem.Mol object at 0x000001775E2455D0>
Drug 3832,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AADB0>,268.224,3.1036,5,2,83.81,0,5,20,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E245630>
Drug 3833,CCN(Cc1ccccc1)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AAE10>,211.308,3.7131000000000025,1,0,3.24,4,1,16,2,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E245690>
Drug 3835,CCCCN(C[C@@H](O)C1=CC(=[N+]=[N-])C(=O)C=C1)N=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AAED0>,264.285,0.8669,4,1,106.37,7,7,19,1,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E2456F0>
Drug 3838,CN(C)c1ccc(N=Nc2ccc3ncsc3c2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE030>,282.372,4.777700000000003,5,0,40.85,3,5,20,3,0.13333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E245750>
Drug 3844,O=C1Cc2cc3ccc([N+](=O)[O-])cc3cc2C(O)C1O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE270>,273.24399999999997,1.2674999999999996,5,2,100.67,1,6,20,3,0.21428571428571427,<rdkit.Chem.rdchem.Mol object at 0x000001775E2457B0>
Drug 3851,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE510>,270.54999999999995,3.1752000000000002,4,0,86.28,2,10,17,1,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E245810>
Drug 3852,CC(C)NCC(O)COc1cccc2c1C=CC2,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE570>,247.338,1.9935999999999996,3,2,41.489999999999995,6,3,18,2,0.4666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E245870>
Drug 3853,c1ccc2c(c1)ccc1c2ccc2cccnc21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE5D0>,229.28199999999998,4.541200000000003,1,0,12.89,0,1,18,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2458D0>
Drug 3854,CN(C(=O)CCl)c1snc2ccccc12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE630>,240.71500000000003,2.4979000000000005,3,0,33.2,2,5,15,2,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E245930>
Drug 3855,CCCCCCCCS(=O)[C@H](C)Cc1ccc2c(c1)OCO2,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE690>,324.4860000000001,4.455500000000004,3,0,35.53,10,4,22,2,0.6666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E245990>
Drug 3857,Nc1ccc(Sc2ccc(N)cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE750>,216.30900000000003,3.0022,3,2,52.04,2,3,15,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2459F0>
Drug 3860,COc1cc2c(c3oc(=O)c4c(c13)[C@@H](Cl)[C@@H](Cl)C4=O)[C@@H]1C=CO[C@@H]1O2,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE870>,381.1670000000001,3.231200000000002,6,0,74.97,1,8,25,5,0.29411764705882354,<rdkit.Chem.rdchem.Mol object at 0x000001775E245A50>
Drug 3861,O=[N+]([O-])c1ccc2c3c4c(cccc4c4ccccc4c13)C(O)C2O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE8D0>,331.32700000000006,4.134800000000004,4,2,83.60000000000001,1,5,25,5,0.1,<rdkit.Chem.rdchem.Mol object at 0x000001775E245AB0>
Drug 3863,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE990>,410.5580000000003,4.339200000000004,5,0,42.01,12,5,30,3,0.48,<rdkit.Chem.rdchem.Mol object at 0x000001775E245B10>
Drug 3864,C1COCCOCCOCCOCCOCCO1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AE9F0>,264.3179999999999,0.09960000000000102,6,0,55.38000000000001,0,6,18,1,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E245B70>
Drug 3865,CCOC(=O)C[C@@H](SP(=O)(OC)OC)C(=O)OCC,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AEA50>,314.29600000000005,2.0054,8,0,88.13000000000001,9,9,19,0,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E245BD0>
Drug 3866,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AEAB0>,273.291,3.3976000000000015,3,0,47.03,1,3,21,4,0.05555555555555555,<rdkit.Chem.rdchem.Mol object at 0x000001775E245C30>
Drug 3868,Cc1ccc(N=Nc2ccc(C)c(N)c2)cc1N,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AEB70>,240.31,3.8832400000000016,4,2,76.75999999999999,2,4,18,2,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E245C90>
Drug 3869,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AEBD0>,272.773,4.5523,0,0,0.0,0,6,11,1,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E245CF0>
Drug 3872,[N-]=[N+]=NCC(O)Cn1cnc2c(N)nc(N)nc21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AECF0>,249.23799999999997,-0.33810000000000023,8,3,164.63,4,10,18,2,0.375,<rdkit.Chem.rdchem.Mol object at 0x000001775E245D50>
Drug 3874,C=CC(=O)OCCCCCCOC(=O)C=C,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AEDB0>,226.27199999999996,2.0052,4,0,52.6,9,4,16,0,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E245DB0>
Drug 3875,O=c1c2ccc(OCC3CO3)cc2sn1CC1CO1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AEE10>,279.317,1.2393999999999998,6,0,56.29,5,6,19,4,0.46153846153846156,<rdkit.Chem.rdchem.Mol object at 0x000001775E245E10>
Drug 3876,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AEE70>,276.745,1.7379,3,2,75.27000000000001,4,7,17,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E245E70>
Drug 3879,OC(Nc1snc2ccccc12)C(Cl)(Cl)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AEF90>,297.59400000000005,3.3968000000000007,4,2,45.15,2,7,16,2,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E245ED0>
Drug 3880,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF030>,226.232,-0.05310000000000015,5,5,115.81000000000002,4,6,16,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E245F30>
Drug 3881,Nc1cc(Cl)cc(S(=O)(=O)O)c1O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF090>,223.637,0.8745,4,3,100.62,1,7,13,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E245F90>
Drug 3884,ClC(Cl)C(Cl)(Cl)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF1B0>,202.29500000000002,3.1603000000000003,0,0,0.0,0,5,7,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246030>
Drug 3887,COc1c2ccoc2nc2c(OC)cccc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF2D0>,229.23499999999999,2.9982000000000015,4,0,44.49000000000001,2,4,17,3,0.15384615384615385,<rdkit.Chem.rdchem.Mol object at 0x000001775E246090>
Drug 3889,O=c1c2c(O)cccc2oc2cc3c(c(O)c12)C1C=COC1O3,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF390>,310.261,2.703400000000001,6,2,89.13000000000001,0,6,23,5,0.11764705882352941,<rdkit.Chem.rdchem.Mol object at 0x000001775E2460F0>
Drug 3891,NC(CSC(F)(F)C(Br)Br)C(=O)O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF450>,342.9870000000001,1.8402,3,2,63.32000000000001,5,8,13,0,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E246150>
Drug 3892,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF4B0>,302.194,1.3127999999999997,8,4,141.34,0,8,22,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2461B0>
Drug 3895,Cc1c2ccncc2c(C)c2c1[nH]c1ccc(N)cc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF5D0>,261.32800000000003,4.068340000000002,2,2,54.7,0,3,20,4,0.11764705882352941,<rdkit.Chem.rdchem.Mol object at 0x000001775E246210>
Drug 3897,CSc1ncnc2c1ncn2CC(O)CN=[N+]=[N-],1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF690>,265.30199999999996,1.2193999999999996,7,1,112.58999999999999,5,9,18,2,0.4444444444444444,<rdkit.Chem.rdchem.Mol object at 0x000001775E246270>
Drug 3898,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF6F0>,339.3910000000001,3.860000000000003,5,0,49.81,6,5,25,3,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E2462D0>
Drug 3899,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF750>,356.058,1.2272,2,0,40.620000000000005,4,6,16,1,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E246330>
Drug 3900,Clc1ccc(-c2nc3ccccc3o2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF7B0>,229.66600000000003,4.148200000000002,2,0,26.03,1,3,16,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246390>
Drug 3903,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1ccccc13)OCO2,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF8D0>,311.2490000000001,3.328100000000002,5,1,98.9,2,7,23,4,0.0625,<rdkit.Chem.rdchem.Mol object at 0x000001775E2463F0>
Drug 3906,Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AF9F0>,264.366,4.8201,0,0,0.0,0,5,12,1,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E246450>
Drug 3908,O[C@H]1C=Cc2ccc3nc4ccc5ccccc5c4cc3c2[C@@H]1O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AFAB0>,313.35600000000005,3.962300000000003,3,2,53.35000000000001,0,3,24,5,0.09523809523809523,<rdkit.Chem.rdchem.Mol object at 0x000001775E2464B0>
Drug 3909,CC(=O)NC(C(=O)N(CC(=O)O)N=O)C(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AFB10>,245.23499999999999,-0.25829999999999975,5,2,116.14000000000001,6,8,17,0,0.6666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E246510>
Drug 3910,O=[N+]([O-])c1ccccc1Nc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AFB70>,214.224,3.338400000000001,3,1,55.17,3,4,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246570>
Drug 3914,O=C(OCc1ccccc1)c1ccccc1O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AFCF0>,228.24699999999999,2.7492000000000014,3,1,46.53,3,3,17,2,0.07142857142857142,<rdkit.Chem.rdchem.Mol object at 0x000001775E2465D0>
Drug 3915,O=S(=O)(O)c1ccc(N=NNc2ccc(S(=O)(=O)O)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AFD50>,357.3690000000001,2.290800000000001,6,3,145.48999999999998,5,11,23,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246630>
Drug 3917,Nc1ccc2c(N)c3ccccc3nc2c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AFE10>,209.25200000000004,2.5524000000000004,3,2,64.93,0,3,16,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246690>
Drug 3918,NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AFE70>,246.22299999999996,-3.621699999999998,5,5,150.61999999999998,7,9,17,0,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E2466F0>
Drug 3919,CCc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AFED0>,281.267,2.9326000000000008,4,0,77.28,2,5,21,3,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E246750>
Drug 3921,CC(Br)(CCl)CBr,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7AFF90>,250.361,2.7737000000000016,0,0,0.0,2,3,7,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2467B0>
Drug 3922,Nc1ccc(N=Nc2ccc(N)cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1030>,212.25600000000003,3.266400000000001,4,2,76.75999999999999,2,4,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246810>
Drug 3925,O=C(Nc1ccccc1F)c1csc([N+](=O)[O-])c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1150>,266.25299999999993,3.0477000000000016,4,1,72.24,3,7,18,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246870>
Drug 3926,O=[N+]([O-])c1ccc2ccc3c4c(ccc1c24)c1ccccc1[n+]3[O-],1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B11B0>,314.3,4.278800000000004,3,0,70.08,1,5,24,5,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2468D0>
Drug 3927,O=C(Nc1ccc(Br)cc1)c1csc([N+](=O)[O-])c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1210>,327.15900000000005,3.671100000000001,4,1,72.24,3,7,18,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246930>
Drug 3933,CC(=O)c1c(O)cc(O)c2c1C(=O)c1cc(O)cc(O)c1C2=O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1450>,314.249,1.487,7,4,132.13,1,7,23,3,0.0625,<rdkit.Chem.rdchem.Mol object at 0x000001775E246990>
Drug 3934,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B14B0>,215.208,2.967400000000001,3,1,63.370000000000005,2,4,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2469F0>
Drug 3936,Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1570>,268.276,0.7908000000000002,6,4,138.22,0,6,20,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246A50>
Drug 3939,CCNC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1690>,351.4470000000001,2.1584000000000003,5,4,99.69,8,7,25,1,0.5555555555555556,<rdkit.Chem.rdchem.Mol object at 0x000001775E246AB0>
Drug 3942,O=C(Nc1ccccc1Cl)c1csc([N+](=O)[O-])c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B17B0>,282.70799999999997,3.562000000000001,4,1,72.24,3,7,18,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246B10>
Drug 3943,CCn1c(N)nc2c3ncc(C)nc3ccc21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1810>,227.27100000000002,1.8900199999999998,5,1,69.62,1,5,17,3,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E246B70>
Drug 3944,CCCCCCN(N=O)C(=N)N[N+](=O)[O-],1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1870>,217.22900000000004,1.2661699999999998,5,2,111.69,7,8,15,0,0.8571428571428571,<rdkit.Chem.rdchem.Mol object at 0x000001775E246BD0>
Drug 3945,Nc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B18D0>,240.262,3.347400000000002,3,1,69.16,3,4,18,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246C30>
Drug 3948,CCCCON(OC(C)=O)C(=O)c1ccc(Br)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B19F0>,330.178,3.1011000000000015,4,0,55.84,5,6,19,1,0.38461538461538464,<rdkit.Chem.rdchem.Mol object at 0x000001775E246C90>
Drug 3950,Cc1cc2ccccc2c2ccc3c(c12)C=CC(=O)C3=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1AB0>,272.303,4.080020000000003,2,0,34.14,0,2,21,4,0.05263157894736842,<rdkit.Chem.rdchem.Mol object at 0x000001775E246CF0>
Drug 3958,Cc1ccc2cc(C)c3c4c(ccc3c2c1)C(O)C(O)C1OC41,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1DB0>,306.36100000000005,3.457640000000003,3,2,52.99,0,3,23,5,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E246D50>
Drug 3960,O=[N+]([O-])C1=Cc2cccc3cccc(c23)O1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1E70>,213.19199999999998,2.8073000000000006,3,0,52.370000000000005,1,4,16,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246DB0>
Drug 3961,BrCCC(Br)Br,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1ED0>,280.78499999999997,2.8873000000000006,0,0,0.0,2,3,6,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E246E10>
Drug 3963,Cc1ccc(NC2OC[C@@H](O)[C@H](O)[C@H]2O)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775A7B1F90>,239.27100000000004,-0.15408000000000044,5,4,81.95,2,5,17,2,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E246E70>
